artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Artist_13,Song_94,251655,True,2008,56,0.507,0.807,7,-19.694,0,0.084,0.974,0.586,0.704,0.345,99.226,Rock
Artist_10,Song_40,122200,False,2009,67,0.287,0.832,8,-0.662,0,0.477,0.001,0.28,0.435,0.174,174.124,Hip Hop
Artist_5,Song_37,321084,True,2021,4,0.075,0.716,3,-40.109,0,0.322,0.601,0.384,0.682,0.77,67.773,Country
Artist_20,Song_35,219720,False,2003,14,0.682,0.732,10,-47.446,1,0.227,0.819,0.945,0.704,0.029,97.833,Rock
Artist_15,Song_83,341820,True,2020,46,0.019,0.143,3,-21.042,0,0.748,0.158,0.111,0.197,0.191,175.921,Pop
Artist_3,Song_87,174563,True,2019,67,0.042,0.6,0,-37.932,0,0.964,0.105,0.994,0.178,0.071,103.947,Classical
Artist_19,Song_22,200697,False,2003,60,0.108,0.323,8,-6.124,1,0.353,0.808,0.706,0.45,0.206,185.106,Jazz
Artist_3,Song_15,170850,False,2005,21,0.151,0.893,1,-22.632,1,0.76,0.735,0.77,0.044,0.869,67.611,Pop
Artist_7,Song_65,165180,False,2005,96,0.293,0.818,7,-49.739,1,0.128,0.816,0.034,0.045,0.097,83.425,Country
Artist_8,Song_73,189539,True,2002,28,0.462,0.755,7,-36.586,0,0.69,0.682,0.083,0.105,0.68,131.617,Rock
Artist_4,Song_78,351260,False,2013,24,0.674,0.506,5,-37.728,1,0.662,0.912,0.907,0.722,0.905,89.953,Pop
Artist_13,Song_77,314773,False,1990,37,0.843,0.295,10,-29.137,1,0.89,0.38,0.847,0.16,0.102,80.566,Electronic
Artist_20,Song_84,245355,True,1996,40,0.006,0.786,1,-15.254,0,0.584,0.304,0.702,0.064,0.267,164.962,Reggae
Artist_9,Song_13,358577,True,2001,2,0.147,0.294,0,-58.33,0,0.503,0.382,0.579,0.915,0.039,71.564,Electronic
