artist,song,year,popularity,danceability,energy,loudness,tempo,genre
Artist 131,Song 131,2014,94,0.185918835,0.295995508,-7.427177368,154.9927202,classical
Artist 132,Song 132,1996,75,0.492351816,0.877170771,-9.312416935,141.8079336,jazz
Artist 133,Song 133,1994,99,0.351386693,0.609013812,-5.714212168,177.1333628,rock
Artist 134,Song 134,2017,80,0.517681099,0.552389252,-8.478071235,157.7553269,pop
Artist 135,Song 135,2004,40,0.889543272,0.773045431,-2.084282604,188.0925279,hip-hop
Artist 136,Song 136,1998,36,0.721808971,0.254895538,-8.381267953,196.3998192,rock
Artist 137,Song 137,1991,44,0.859098754,0.373182782,-6.32672997,134.0843041,jazz
Artist 138,Song 138,2006,73,0.972956426,0.241516419,-3.893674797,159.0697884,pop
Artist 139,Song 139,1990,42,0.873745479,0.756731448,-2.462235859,123.7809356,rock
Artist 140,Song 140,2013,44,0.128362763,0.297759913,-8.696832637,137.0543927,pop
Artist 141,Song 141,2020,99,0.804976124,0.960229411,-5.836295042,155.1774489,pop
Artist 142,Song 142,1990,66,0.397696534,0.082679919,-4.764277257,64.55196387,classical
Artist 143,Song 143,2022,24,0.403477866,0.905934609,-6.839689694,163.6765455,classical
Artist 144,Song 144,2005,61,0.374238838,0.64517524,-5.648631609,148.4591929,rock
Artist 145,Song 145,2002,91,0.989570402,0.552303557,-4.204647962,197.6421206,rock
Artist 146,Song 146,1998,57,0.839010673,0.377645875,-8.992432762,122.0097721,rock
Artist 147,Song 147,2016,93,0.835671041,0.667198697,-6.630017463,101.591148,classical
Artist 148,Song 148,1992,33,0.7455957,0.196185562,-0.036308611,101.4841088,rock
Artist 149,Song 149,2015,85,0.766396107,0.177250458,-9.882922379,93.34385635,classical
Artist 150,Song 150,2003,49,0.220300488,0.384075044,-0.925207074,155.5300823,classical
Artist 151,Song 151,2000,76,0.07203349,0.238194791,-5.648680009,114.799382,pop
Artist 152,Song 152,2006,50,0.287798038,0.64348956,-2.122807292,188.0667853,rock
Artist 153,Song 153,2022,39,0.425217113,0.47930912,-2.579441703,122.5868056,pop
Artist 154,Song 154,2001,49,0.914709365,0.908643208,-7.431847903,180.3184473,classical
Artist 155,Song 155,1991,76,0.883374291,0.858636685,-4.806345705,160.4592667,pop
Artist 156,Song 156,1994,47,0.156859956,0.144863357,-2.498905178,194.202886,pop
Artist 157,Song 157,2020,40,0.230306923,0.119884272,-8.075533035,185.8674702,rock
Artist 158,Song 158,1994,80,0.928371328,0.059154067,-6.460594686,86.38459857,hip-hop
Artist 159,Song 159,2018,28,0.86839178,0.669006818,-3.169431958,154.1945087,jazz
Artist 160,Song 160,2001,38,0.955106568,0.168055274,-1.040573125,163.9775296,pop
Artist 161,Song 161,2011,34,0.544777008,0.522158419,-4.204088995,188.7382581,rock
Artist 162,Song 162,2021,76,0.12200032,0.321916655,-4.189854016,80.74132669,rock
Artist 163,Song 163,1999,49,0.021980652,0.755739767,-3.790879834,67.94099159,classical
Artist 164,Song 164,2020,59,0.96495108,0.170730121,-4.344623246,171.4979176,hip-hop
Artist 165,Song 165,2019,87,0.345693579,0.357855514,-8.873661167,143.8250526,classical
Artist 166,Song 166,2016,80,0.136355741,0.090151024,-5.384805028,187.8233996,jazz
Artist 167,Song 167,2013,65,0.796945118,0.598071272,-3.790965156,78.62059373,hip-hop
Artist 168,Song 168,2016,27,0.581467262,0.321285343,-1.764469094,121.6415805,hip-hop
Artist 169,Song 169,1993,37,0.039709011,0.339080171,-4.509479437,160.33294,pop
Artist 170,Song 170,2014,43,0.048488917,0.675066848,-0.270475031,158.2182742,classical
Artist 171,Song 171,2015,56,0.716851015,0.036705353,-2.510666729,147.6008926,pop
Artist 172,Song 172,1994,84,0.378142379,0.541418322,-2.781503987,81.57031476,pop
Artist 173,Song 173,2009,99,0.903061997,0.018834729,-6.085127963,161.4624458,rock
Artist 174,Song 174,2013,90,0.246957068,0.412824,-4.242016523,112.2883329,jazz
Artist 175,Song 175,2010,52,0.224082215,0.440624745,-4.033325155,91.76949647,pop
Artist 176,Song 176,1990,69,0.401050699,0.517013916,-0.745466954,107.0065595,classical
Artist 177,Song 177,1999,45,0.439424054,0.024678206,-3.177665479,151.9521531,jazz
Artist 178,Song 178,1998,23,0.275191447,0.716511713,-0.865610729,175.7225851,jazz
Artist 179,Song 179,2016,37,0.353944048,0.446905423,-9.876372442,163.2161945,classical
Artist 180,Song 180,2004,67,0.203791305,0.007157048,-5.064708376,70.01576818,jazz
Artist 181,Song 181,1990,96,0.213126415,0.371300426,-6.866259645,189.685876,classical
Artist 182,Song 182,2001,38,0.837356354,0.150322117,-4.92253798,127.5224995,pop
Artist 183,Song 183,2000,40,0.451183972,0.023535522,-5.158807084,159.1952241,jazz
Artist 184,Song 184,2021,67,0.927899027,0.167609357,-9.73867293,114.2287762,pop
Artist 185,Song 185,2002,33,0.567553682,0.577750897,-4.039136801,115.9576451,rock
Artist 186,Song 186,2008,57,0.209324475,0.878261381,-3.02006661,194.9336499,pop
Artist 187,Song 187,2006,65,0.508253989,0.810694494,-9.345642463,164.4866619,jazz
Artist 188,Song 188,2012,96,0.268316336,0.226925574,-4.180387096,90.43371854,hip-hop
Artist 189,Song 189,2022,32,0.503060707,0.392008344,-5.681060946,99.5082924,pop
Artist 190,Song 190,2014,21,0.905048689,0.076996314,-8.558806092,186.4597828,hip-hop
Artist 191,Song 191,1990,78,0.905038884,0.796533967,-9.24722481,106.2208289,rock
Artist 192,Song 192,1994,30,0.823963127,0.964007812,-1.089774975,142.6826476,rock
Artist 193,Song 193,2005,29,0.738014263,0.87414579,-5.180885566,175.7617085,rock
Artist 194,Song 194,2003,52,0.026778564,0.485369128,-4.502263884,176.5387373,classical
Artist 195,Song 195,2016,29,0.181161171,0.724832949,-6.623821471,61.17433514,classical
Artist 196,Song 196,1999,44,0.779053435,0.624086474,-8.306765914,85.46487491,rock
Artist 197,Song 197,1994,98,0.630752367,0.694792063,-3.03172329,139.2474393,rock
Artist 198,Song 198,1990,82,0.004879503,0.36044252,-6.682122546,60.38483434,jazz
Artist 199,Song 199,2017,96,0.62351571,0.709036657,-4.192082537,81.60860387,classical
Artist 200,Song 200,2017,75,0.01668589,0.338940964,-9.948670196,177.908054,classical
Artist 201,Song 201,2010,63,0.533703797,0.606905765,-8.230316842,110.6851914,pop
Artist 202,Song 202,2000,73,0.57210834,0.761538973,-8.754465596,167.8518206,hip-hop
Artist 203,Song 203,2006,69,0.08291986,0.468011937,-1.360152734,157.5668427,hip-hop
Artist 204,Song 204,1998,28,0.822614348,0.137185837,-5.834165852,92.54175272,jazz
Artist 205,Song 205,2018,86,0.237969661,0.949317124,-8.809876137,156.6402295,pop
Artist 206,Song 206,1993,74,0.460647327,0.29080608,-6.701048892,151.124937,hip-hop
Artist 207,Song 207,1994,31,0.009139335,0.32780266,-8.008347161,109.3218933,pop
Artist 208,Song 208,2008,63,0.375347141,0.753464803,-1.533612379,98.88399365,rock
Artist 209,Song 209,2016,21,0.526862182,0.837733794,-5.873155299,111.5609151,pop
Artist 210,Song 210,2010,29,0.33788117,0.301180664,-5.320205881,154.9980598,hip-hop
Artist 211,Song 211,1991,33,0.77891995,0.414090103,-9.474047038,180.0029697,hip-hop
Artist 212,Song 212,2016,27,0.345203373,0.784265337,-8.547142652,192.9564244,hip-hop
Artist 213,Song 213,2006,39,0.673000828,0.228295519,-8.926209923,101.997214,classical
Artist 214,Song 214,2014,64,0.752740468,0.269159194,-7.129860134,147.4742266,jazz
Artist 215,Song 215,2007,77,0.097428701,0.662069763,-1.115798432,125.8949061,classical
Artist 216,Song 216,2019,98,0.09192382,0.698101343,-4.30834209,131.3588111,classical
Artist 217,Song 217,2002,63,0.976094426,0.296364382,-0.360953675,178.5840599,hip-hop
Artist 218,Song 218,2003,84,0.192063556,0.056237298,-5.44063946,141.1511773,rock
Artist 219,Song 219,1993,22,0.35371128,0.922218463,-4.789360494,86.73337531,jazz
Artist 220,Song 220,2019,42,0.485861597,0.832281276,-6.44934668,134.3660417,rock
Artist 221,Song 221,2013,85,0.937429352,0.518818462,-3.495749858,67.98898817,jazz
Artist 222,Song 222,2011,73,0.829803019,0.827779895,-9.537711551,87.40282082,pop
Artist 223,Song 223,1990,80,0.584748154,0.240055207,-1.65362665,148.7925384,classical
Artist 224,Song 224,2015,82,0.538055314,0.001520323,-8.182678677,182.4638065,hip-hop
Artist 225,Song 225,1990,68,0.906628223,0.497766853,-6.056480656,83.31945782,rock
Artist 226,Song 226,2015,82,0.981052281,0.161334296,-2.471545211,92.4728147,rock
Artist 227,Song 227,1992,40,0.978830637,0.898677799,-5.389750728,183.6690581,jazz
Artist 228,Song 228,2015,28,0.355405144,0.287174202,-2.536364936,199.3864411,jazz
Artist 229,Song 229,2000,62,0.8414485,0.152590035,-4.799052567,71.54393813,rock
Artist 230,Song 230,2004,56,0.547576463,0.480960499,-9.369511157,177.1978349,rock
Artist 231,Song 231,2018,92,0.836473269,0.481085495,-1.470041684,84.23993343,jazz
Artist 232,Song 232,1997,51,0.725207779,0.851040845,-8.74630223,166.6555668,pop
Artist 233,Song 233,1995,21,0.999013221,0.755707003,-4.158687335,135.7264864,pop
Artist 234,Song 234,2022,81,0.430938871,0.748759532,-7.288098501,106.3759017,pop
Artist 235,Song 235,2021,78,0.547303252,0.61382023,-4.875521255,184.8886836,rock
Artist 236,Song 236,2014,42,0.891062331,0.723665508,-2.939030177,171.1402248,rock
Artist 237,Song 237,2016,48,0.475374737,0.10833847,-2.257006755,64.97754124,classical
Artist 238,Song 238,2018,98,0.973417228,0.9611273,-0.902353139,115.9541607,hip-hop
Artist 239,Song 239,2003,47,0.116237513,0.98384398,-9.638042276,193.4180644,hip-hop
Artist 240,Song 240,1999,63,0.064991732,0.200143259,-7.116287874,66.41943884,jazz
Artist 241,Song 241,2014,37,0.33917462,0.114773794,-7.747549413,119.352446,rock
Artist 242,Song 242,2000,88,0.381515412,0.268773893,-2.518798876,126.5499032,classical
Artist 243,Song 243,1997,38,0.215990589,0.855909099,-2.483712008,181.6234088,pop
Artist 244,Song 244,2021,61,0.523317774,0.120626814,-2.271202074,190.1273366,jazz
Artist 245,Song 245,2022,31,0.839916762,0.578444007,-7.43259412,85.09668049,pop
Artist 246,Song 246,2002,39,0.160270741,0.004019224,-0.925172778,65.26284631,hip-hop
Artist 247,Song 247,2007,56,0.675380817,0.605280435,-2.206208094,86.00020753,classical
Artist 248,Song 248,2004,79,0.909124731,0.102265411,-2.848347247,76.27523319,hip-hop
Artist 249,Song 249,1994,26,0.053270694,0.064118118,-4.7061096,76.31580179,pop
Artist 250,Song 250,2016,72,0.67687045,0.882640342,-7.640950631,176.9025195,classical
Artist 251,Song 251,1993,26,0.640557734,0.460111376,-6.239243654,80.57388181,hip-hop
Artist 252,Song 252,1995,38,0.142071314,0.470694835,-1.72592899,65.50803279,classical
Artist 253,Song 253,1991,36,0.138197566,0.113099791,-1.07021032,76.57657543,classical
Artist 254,Song 254,2016,68,0.476081572,0.347718721,-4.448408172,198.6855005,pop
Artist 255,Song 255,2001,89,0.259597193,0.081230557,-6.034093236,166.275644,rock
Artist 256,Song 256,2020,24,0.564714595,0.737883453,-1.332473255,68.01492092,classical
Artist 257,Song 257,2012,30,0.116231052,0.837948627,-2.172519083,87.25774627,jazz
Artist 258,Song 258,2003,27,0.858812405,0.183790099,-8.296168665,70.03987374,hip-hop
Artist 259,Song 259,2005,31,0.360991991,0.052179069,-8.746423605,190.8213799,hip-hop
Artist 260,Song 260,2022,73,0.412037905,0.40661102,-8.886520345,91.28033914,classical
Artist 261,Song 261,1999,58,0.80437403,0.719500144,-4.070158841,158.1170459,rock
Artist 262,Song 262,2015,26,0.223267557,0.373966224,-1.638724249,68.62159704,rock
Artist 263,Song 263,1992,78,0.558275269,0.62638192,-0.051025302,187.1784234,rock
Artist 264,Song 264,1995,82,0.806269453,0.181796564,-2.052809325,129.3099388,rock
Artist 265,Song 265,2011,56,0.574348464,0.833962937,-0.248679448,188.1872239,pop
Artist 266,Song 266,1998,97,0.649973473,0.80226545,-1.206886027,64.90570408,jazz
Artist 267,Song 267,2010,65,0.549165085,0.240435178,-0.308809283,161.7833642,hip-hop
Artist 268,Song 268,2004,31,0.393783603,0.509554351,-0.588239722,173.6758623,pop
Artist 269,Song 269,1995,67,0.240414617,0.662571422,-9.757526356,164.9709419,hip-hop
Artist 270,Song 270,1994,42,0.670379364,0.364436873,-4.984530221,109.0326836,jazz
Artist 271,Song 271,2003,31,0.370034709,0.001438848,-9.940198156,191.123117,pop
Artist 272,Song 272,2012,72,0.518059998,0.668673654,-0.785267302,95.28463926,rock
Artist 273,Song 273,2000,76,0.193953392,0.003916021,-7.916729685,65.16817517,rock
Artist 274,Song 274,2000,88,0.990285342,0.250565771,-5.58812508,122.9849127,hip-hop
Artist 275,Song 275,2013,64,0.761732662,0.215826549,-6.751796564,111.0605221,classical
Artist 276,Song 276,2008,74,0.15855471,0.277023818,-9.078983097,64.04989781,pop
Artist 277,Song 277,2006,21,0.01249897,0.100458982,-6.5315748,100.1227641,rock
Artist 278,Song 278,2022,35,0.68465407,0.519170276,-3.147141888,71.6729723,classical
Artist 279,Song 279,2005,47,0.639142526,0.663382086,-4.653989553,145.9854273,jazz
Artist 280,Song 280,2004,71,0.13624688,0.585864999,-8.613675852,115.4079158,jazz
Artist 281,Song 281,2022,29,0.61354599,0.052050798,-2.780207687,180.6325323,classical
Artist 282,Song 282,2020,49,0.723035393,0.030898089,-6.98752894,60.97598894,hip-hop
Artist 283,Song 283,1997,22,0.72302953,0.265898093,-7.039431158,113.3472424,rock
Artist 284,Song 284,2015,66,0.409715905,0.545255994,-1.329548367,125.7721745,jazz
Artist 285,Song 285,2016,89,0.662828448,0.015922305,-4.966677816,173.969701,rock
Artist 286,Song 286,1990,30,0.976383208,0.540443348,-3.045476769,80.51376895,pop
Artist 287,Song 287,2021,55,0.268523998,0.250403924,-0.883223203,94.71447673,pop
Artist 288,Song 288,1997,29,0.415016529,0.440405042,-0.610969122,96.90694472,hip-hop
Artist 289,Song 289,2009,38,0.141688945,0.75634355,-8.370105097,109.568412,classical
Artist 290,Song 290,2005,23,0.761521712,0.72058104,-6.939220618,157.2618664,rock
Artist 291,Song 291,2000,68,0.688700375,0.529140857,-5.001363248,148.9625395,hip-hop
Artist 292,Song 292,2018,66,0.17683091,0.757136399,-7.983885202,80.37416975,jazz
Artist 293,Song 293,1992,91,0.987169171,0.734934359,-5.129547607,89.62306793,pop
Artist 294,Song 294,2011,43,0.319160884,0.942893715,-8.589158443,127.4663409,hip-hop
Artist 295,Song 295,2022,25,0.112755786,0.028728738,-8.600903317,150.5931782,pop
Artist 296,Song 296,1999,85,0.580168798,0.631893585,-2.542109513,171.4409226,jazz
Artist 297,Song 297,2014,23,0.446320706,0.744163482,-5.13371094,77.66632119,classical
Artist 298,Song 298,2006,79,0.978405027,0.233878846,-1.752325676,146.2725727,hip-hop
Artist 299,Song 299,2005,53,0.353208997,0.785196096,-7.609771093,157.8172356,pop
Artist 300,Song 300,2005,41,0.578037427,0.075169818,-3.889820783,148.3905251,pop
Artist 301,Song 301,2009,47,0.423882172,0.772279884,-0.288848168,127.3672403,rock
Artist 302,Song 302,2007,37,0.52777563,0.713914913,-6.011890742,81.29211887,classical
Artist 303,Song 303,2017,85,0.744878951,0.529620932,-7.050452884,197.3069015,hip-hop
Artist 304,Song 304,2013,84,0.94950684,0.905984363,-1.028579302,84.23785402,hip-hop
Artist 305,Song 305,1992,72,0.531492506,0.375172907,-9.403413547,125.1559078,rock
Artist 306,Song 306,2021,32,0.224296357,0.632330158,-6.534221702,105.5939673,hip-hop
Artist 307,Song 307,2012,38,0.800094694,0.80222661,-4.376452093,114.3033441,jazz
Artist 308,Song 308,2017,38,0.757401519,0.203415286,-3.236878463,189.3927875,rock
Artist 309,Song 309,1992,62,0.840195719,0.203872533,-6.258084518,188.1652836,hip-hop
Artist 310,Song 310,1992,77,0.280575913,0.630726287,-7.168297215,187.6419707,jazz
Artist 311,Song 311,2018,98,0.607642999,0.321462018,-9.775693786,68.69248578,rock
