artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Artist_19,Song_71,129499,True,2001,32,0.926,0.005,0,-42.604,1,0.736,0.895,0.33,0.128,0.756,141.146,Reggae
Artist_7,Song_8,273012,False,2007,73,0.787,0.283,11,-57.984,0,0.268,0.854,0.563,0.235,0.288,154.83,Folk
Artist_13,Song_50,233271,False,1990,69,0.78,0.71,7,-15.205,0,0.714,0.52,0.363,0.649,0.563,110.608,R&B
Artist_18,Song_66,165832,False,2002,77,0.829,0.864,10,-11.488,1,0.017,0.924,0.723,0.825,0.025,181.985,Reggae
Artist_4,Song_4,324763,False,1990,12,0.345,0.366,10,-25.539,0,0.431,0.271,0.34,0.926,0.337,103.232,R&B
Artist_2,Song_91,176036,False,1998,99,0.05,0.656,11,-29.932,1,0.737,0.569,0.524,0.929,0.866,151.927,Folk
Artist_19,Song_54,207120,False,2009,43,0.289,0.452,9,-9.957,0,0.166,0.247,0.838,0.216,0.888,164.341,Rock
Artist_15,Song_41,323044,True,2011,44,0.234,0.627,1,-5.865,0,0.632,0.548,0.824,0.012,0.394,133.55,Hip Hop
Artist_16,Song_25,190912,True,2000,78,0.781,0.132,6,-35.421,0,0.415,0.549,0.548,0.743,0.316,77.051,Folk
Artist_12,Song_71,281332,False,2010,52,0.789,0.387,11,-1.922,1,0.902,0.289,0.482,0.188,0.128,66.208,Hip Hop
Artist_1,Song_73,176277,False,2005,39,0.584,0.897,10,-44.289,1,0.296,0.78,0.307,0.192,0.177,143.924,Electronic
Artist_10,Song_57,331004,True,2015,89,0.561,0.224,8,-35.317,1,0.346,0.37,0.298,0.909,0.525,164.419,Reggae
Artist_15,Song_90,172601,False,2022,30,0.322,0.853,3,-57.907,0,0.492,0.589,0.687,0.243,0.681,176.244,Electronic
Artist_5,Song_70,124302,True,2004,87,0.014,0.91,7,-11.272,1,0.514,0.328,0.887,0.822,0.571,125.797,Pop
Artist_20,Song_97,205455,True,2022,50,0.641,0.097,9,-15.597,1,0.981,0.222,0.833,0.247,0.97,187.603,Country
Artist_17,Song_16,162820,True,1992,57,0.941,0.244,1,-56.846,0,0.763,0.494,0.695,0.789,0.308,90.962,Hip Hop
Artist_10,Song_93,295275,True,1998,37,0.824,0.308,7,-45.68,0,0.221,0.65,0.751,0.941,0.91,171.136,Jazz
Artist_15,Song_90,221652,True,1992,89,0.929,0.612,11,-17.984,0,0.278,0.524,0.828,0.774,0.446,127.58,Electronic
Artist_3,Song_44,271395,True,2005,45,0.505,0.506,6,-28.367,1,0.395,0.532,0.112,0.135,0.628,126.251,Hip Hop
Artist_8,Song_61,328979,True,2009,93,0.187,0.264,1,-19.98,1,0.794,0.555,0.782,0.3,0.294,191.972,Electronic
Artist_3,Song_24,126179,False,1995,28,0.494,0.645,4,-22.533,1,0.608,0.296,0.641,0.912,0.23,169.646,Country
Artist_15,Song_7,307358,False,2022,44,0.122,0.883,5,-45.602,1,0.439,0.206,0.58,0.121,0.812,116.078,Rock
Artist_13,Song_44,308044,True,1996,100,0.497,0.131,6,-2.965,1,0.496,0.795,0.069,0.584,0.979,128.797,Folk
Artist_12,Song_88,278865,True,2002,25,0.94,0.767,1,-25.775,0,0.619,0.991,0.51,0.976,0.969,176.967,Rock
Artist_3,Song_18,339456,True,1990,82,0.881,0.455,8,-50.841,0,0.268,0.52,0.422,0.137,0.485,133.418,R&B
Artist_19,Song_47,205018,False,2024,19,0.851,0.33,4,-53.319,1,0.28,0.113,0.493,0.658,0.676,188.34,R&B
Artist_18,Song_87,140567,False,2020,63,0.03,0.348,3,-38.154,1,0.729,0.118,0.958,0.153,0.317,178.018,Folk
Artist_12,Song_73,209676,True,2020,81,0.657,0.076,3,-33.577,1,0.089,0.797,0.338,0.615,0.261,188.158,Rock
Artist_13,Song_21,277533,False,1998,36,0.052,0.942,6,-56.819,1,0.995,0.971,0.571,0.823,0.124,67.874,Hip Hop
